Year,StateAbbr,GeographicLevel,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Population2010,GeoLocation,CategoryID,MeasureId,PopulationCount,CountyName,LocationName,TotalPopulation,5Yr_Average
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,,4.6,5.0,3571.0,"(42.35174395710, -71.1474442870)",HLTHOUT,CANCER,,Suffolk,25025000601,,4.76
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.5,4.8,3974.0,"(42.34925137980, -71.1424568300)",HLTHOUT,CANCER,,Suffolk,25025000602,,4.6
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.5,,2.4,2.6,4446.0,"(42.34695806560, -71.1379846918)",HLTHOUT,CANCER,,Suffolk,25025000701,,2.44
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.6,,1.6,1.7,2791.0,"(42.35132903280, -71.1282158470)",HLTHOUT,CANCER,,Suffolk,25025000703,,1.54
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.5,,2.4,2.5,4801.0,"(42.35000288210, -71.1334044612)",HLTHOUT,CANCER,,Suffolk,25025000704,,2.4
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,,2.5,2.7,8136.0,"(42.35687178730, -71.1297575887)",HLTHOUT,CANCER,,Suffolk,25025000802,,2.54
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.3,,1.3,1.4,6584.0,"(42.35947776880, -71.1212627964)",HLTHOUT,CANCER,,Suffolk,25025000803,,1.24
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.0,,0.9,1.0,4569.0,"(42.34978175780, -71.1034479871)",HLTHOUT,CANCER,,Suffolk,25025010103,,0.9199999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,,2.8,3.0,4804.0,"(42.34916389830, -71.0933199695)",HLTHOUT,CANCER,,Suffolk,25025010104,,2.84
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.0,,2.9,3.1,5569.0,"(42.34478377380, -71.0972291191)",HLTHOUT,CANCER,,Suffolk,25025010203,,2.94
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.5,,1.5,1.6,3173.0,"(42.34628872430, -71.1033879487)",HLTHOUT,CANCER,,Suffolk,25025010204,,1.46
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.2,,1.1,1.3,4861.0,"(42.33942512300, -71.1017927876)",HLTHOUT,CANCER,,Suffolk,25025010300,,1.1400000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.0,,3.9,4.2,3003.0,"(42.34507499310, -71.0880610223)",HLTHOUT,CANCER,,Suffolk,25025010403,,4.0
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.4,,1.3,1.5,5817.0,"(42.34196670870, -71.0886374471)",HLTHOUT,CANCER,,Suffolk,25025010404,,1.3199999999999998
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.1,,2.0,2.2,5522.0,"(42.33986547370, -71.0896051896)",HLTHOUT,CANCER,,Suffolk,25025010405,,2.1
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.3,,2.2,2.4,1426.0,"(42.34316822750, -71.0958460853)",HLTHOUT,CANCER,,Suffolk,25025010408,,2.2399999999999998
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,,4.0,4.3,3044.0,"(42.34469514660, -71.0841679792)",HLTHOUT,CANCER,,Suffolk,25025010500,,4.12
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,,6.0,6.3,2858.0,"(42.34763844050, -71.0793850633)",HLTHOUT,CANCER,,Suffolk,25025010600,,6.04
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,,3.8,4.1,2478.0,"(42.34972228950, -71.0838807341)",HLTHOUT,CANCER,,Suffolk,25025010701,,3.8600000000000003
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,,5.3,5.7,2400.0,"(42.35183534100, -71.0755159067)",HLTHOUT,CANCER,,Suffolk,25025010702,,5.4399999999999995
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,,5.6,6.1,2783.0,"(42.35411924010, -71.0770215834)",HLTHOUT,CANCER,,Suffolk,25025010801,,5.84
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,,4.7,5.0,3059.0,"(42.35151806260, -71.0856801965)",HLTHOUT,CANCER,,Suffolk,25025010802,,4.76
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.3,,6.1,6.5,4193.0,"(42.35770859300, -71.0694111834)",HLTHOUT,CANCER,,Suffolk,25025020101,,6.26
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,,3.6,3.9,3649.0,"(42.36033541290, -71.0686333850)",HLTHOUT,CANCER,,Suffolk,25025020200,,3.62
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.7,,5.5,6.0,2023.0,"(42.36342544340, -71.0681679411)",HLTHOUT,CANCER,,Suffolk,25025020301,,5.64
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.8,,3.7,4.0,1181.0,"(42.35934420700, -71.0639956129)",HLTHOUT,CANCER,,Suffolk,25025020302,,3.7399999999999998
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,,4.6,5.0,3400.0,"(42.36598888990, -71.0634636132)",HLTHOUT,CANCER,,Suffolk,25025020303,,4.779999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.7,5.1,1954.0,"(42.36694618490, -71.0561502076)",HLTHOUT,CANCER,,Suffolk,25025030100,,4.779999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.9,1665.0,"(42.36452077480, -71.0569749974)",HLTHOUT,CANCER,,Suffolk,25025030200,,4.6
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.6,,6.4,6.8,4872.0,"(42.36017058540, -71.0536276966)",HLTHOUT,CANCER,,Suffolk,25025030300,,6.58
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,,4.1,4.5,2451.0,"(42.36443667710, -71.0541677951)",HLTHOUT,CANCER,,Suffolk,25025030400,,4.24
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.7,5.1,2538.0,"(42.36767009570, -71.0517846174)",HLTHOUT,CANCER,,Suffolk,25025030500,,4.779999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,,5.9,6.5,2168.0,"(42.37272326620, -71.0600983411)",HLTHOUT,CANCER,,Suffolk,25025040100,,6.2
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,,5.3,5.7,1606.0,"(42.37685289130, -71.0567930644)",HLTHOUT,CANCER,,Suffolk,25025040200,,5.54
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,,4.6,5.0,3882.0,"(42.37873466290, -71.0633840838)",HLTHOUT,CANCER,,Suffolk,25025040300,,4.8
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,,5.8,6.4,2439.0,"(42.37392805160, -71.0657981901)",HLTHOUT,CANCER,,Suffolk,25025040401,,6.12
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,,5.0,5.5,2444.0,"(42.38346860480, -71.0698578276)",HLTHOUT,CANCER,,Suffolk,25025040600,,5.220000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.2,,5.1,5.4,3900.0,"(42.37905355340, -71.0520713919)",HLTHOUT,CANCER,,Suffolk,25025040801,,5.220000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,,4.0,4.3,5115.0,"(42.38145657320, -71.0396165196)",HLTHOUT,CANCER,,Suffolk,25025050101,,4.220000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,,3.7,4.0,5231.0,"(42.37757782120, -71.0357576955)",HLTHOUT,CANCER,,Suffolk,25025050200,,3.9599999999999995
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,,5.3,5.7,2251.0,"(42.37236282720, -71.0429794594)",HLTHOUT,CANCER,,Suffolk,25025050300,,5.66
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.4,4.8,2372.0,"(42.36821842040, -71.0379018576)",HLTHOUT,CANCER,,Suffolk,25025050400,,4.7
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,,3.8,4.0,1857.0,"(42.36977656620, -71.0339103554)",HLTHOUT,CANCER,,Suffolk,25025050500,,4.02
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.0,,3.8,4.2,2063.0,"(42.37188775700, -71.0372695279)",HLTHOUT,CANCER,,Suffolk,25025050600,,4.1
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.5,,3.4,3.7,4504.0,"(42.37535753140, -71.0332713325)",HLTHOUT,CANCER,,Suffolk,25025050700,,3.6399999999999997
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.8,,3.6,3.9,4165.0,"(42.38237246830, -71.0297979270)",HLTHOUT,CANCER,,Suffolk,25025050901,,3.8600000000000003
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,,5.9,6.5,4089.0,"(42.38725188170, -71.0157245895)",HLTHOUT,CANCER,,Suffolk,25025051000,,6.279999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,,5.5,6.1,6093.0,"(42.38563916230, -71.0040256669)",HLTHOUT,CANCER,,Suffolk,25025051101,,5.86
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.7,5.1,2379.0,"(42.36330609340, -71.0339243885)",HLTHOUT,CANCER,,Suffolk,25025051200,,4.9799999999999995
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,,5.8,6.4,3216.0,"(42.33476185760, -71.0279301448)",HLTHOUT,CANCER,,Suffolk,25025060101,,6.0200000000000005
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,,5.2,5.7,1916.0,"(42.33255837380, -71.0326798022)",HLTHOUT,CANCER,,Suffolk,25025060200,,5.42
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,,5.8,6.4,3076.0,"(42.33346695110, -71.0369483424)",HLTHOUT,CANCER,,Suffolk,25025060301,,6.04
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.8,,6.4,7.2,4904.0,"(42.33239875250, -71.0428981298)",HLTHOUT,CANCER,,Suffolk,25025060400,,6.76
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.2,4.7,3571.0,"(42.33686848380, -71.0382133093)",HLTHOUT,CANCER,,Suffolk,25025060501,,4.36
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,,4.0,4.3,2357.0,"(42.34910998540, -71.0424509841)",HLTHOUT,CANCER,,Suffolk,25025060600,,4.0600000000000005
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,,4.0,4.3,1893.0,"(42.33852173860, -71.0539041193)",HLTHOUT,CANCER,,Suffolk,25025060700,,4.32
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.2,4.6,3964.0,"(42.33540340920, -71.0514926353)",HLTHOUT,CANCER,,Suffolk,25025060800,,4.36
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,,4.1,4.4,3098.0,"(42.33162058620, -71.0499170921)",HLTHOUT,CANCER,,Suffolk,25025061000,,4.26
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.5,4.8,2232.0,"(42.32628439050, -71.0542968492)",HLTHOUT,CANCER,,Suffolk,25025061101,,4.74
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.3,4.6,3240.0,"(42.33961478830, -71.0563203202)",HLTHOUT,CANCER,,Suffolk,25025061200,,4.4
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.2,4.5,5902.0,"(42.35251990840, -71.0572449419)",HLTHOUT,CANCER,,Suffolk,25025070101,,4.32
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.5,,3.4,3.7,5218.0,"(42.34965391110, -71.0639144010)",HLTHOUT,CANCER,,Suffolk,25025070200,,3.5
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,,5.6,6.1,3909.0,"(42.34841055860, -71.0703570363)",HLTHOUT,CANCER,,Suffolk,25025070300,,5.74
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,,5.9,6.5,1723.0,"(42.34538094640, -71.0647064913)",HLTHOUT,CANCER,,Suffolk,25025070402,,6.24
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.8,5460.0,"(42.34193613220, -71.0718233569)",HLTHOUT,CANCER,,Suffolk,25025070500,,4.7
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,,5.1,5.5,2240.0,"(42.34325843550, -71.0753770418)",HLTHOUT,CANCER,,Suffolk,25025070600,,5.3
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.7,5.1,2361.0,"(42.34588757970, -71.0761483819)",HLTHOUT,CANCER,,Suffolk,25025070700,,4.880000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,,3.8,4.1,3706.0,"(42.34114873250, -71.0809849713)",HLTHOUT,CANCER,,Suffolk,25025070800,,3.88
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.2,4.5,3329.0,"(42.33842826000, -71.0781590586)",HLTHOUT,CANCER,,Suffolk,25025070900,,4.380000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.3,4.5,3753.0,"(42.33595614160, -71.0727568883)",HLTHOUT,CANCER,,Suffolk,25025071101,,4.4
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,,4.7,5.0,3131.0,"(42.33980630020, -71.0670729048)",HLTHOUT,CANCER,,Suffolk,25025071201,,4.92
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.4,,3.4,3.5,3350.0,"(42.32933174200, -71.0705289602)",HLTHOUT,CANCER,,Suffolk,25025080100,,3.54
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.4,4.8,1769.0,"(42.32745195090, -71.0790503634)",HLTHOUT,CANCER,,Suffolk,25025080300,,4.7
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.0,,4.9,5.1,2710.0,"(42.33211857970, -71.0808985050)",HLTHOUT,CANCER,,Suffolk,25025080401,,5.1
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,,4.2,4.4,3096.0,"(42.33568235950, -71.0825418095)",HLTHOUT,CANCER,,Suffolk,25025080500,,4.42
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.8,,1.8,1.9,4271.0,"(42.33336675810, -71.0880448124)",HLTHOUT,CANCER,,Suffolk,25025080601,,1.8399999999999999
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,,2.5,2.6,3885.0,"(42.33460573810, -71.0962094582)",HLTHOUT,CANCER,,Suffolk,25025080801,,2.62
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.0,,2.9,3.1,4008.0,"(42.33234589270, -71.1016908302)",HLTHOUT,CANCER,,Suffolk,25025080900,,2.94
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,,4.2,4.5,4890.0,"(42.33456664610, -71.1068303460)",HLTHOUT,CANCER,,Suffolk,25025081001,,4.38
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,,5.2,5.5,4091.0,"(42.32839057710, -71.1074807597)",HLTHOUT,CANCER,,Suffolk,25025081100,,5.38
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,,4.2,4.4,3265.0,"(42.32443154160, -71.1038625357)",HLTHOUT,CANCER,,Suffolk,25025081200,,4.42
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,,5.2,5.6,4760.0,"(42.31932716300, -71.0976901514)",HLTHOUT,CANCER,,Suffolk,25025081300,,5.5200000000000005
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,,4.7,5.0,3003.0,"(42.32776023930, -71.0937549506)",HLTHOUT,CANCER,,Suffolk,25025081400,,4.82
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.7,5.0,2134.0,"(42.32071868140, -71.0929140339)",HLTHOUT,CANCER,,Suffolk,25025081500,,4.92
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,,5.1,5.6,3820.0,"(42.32269631570, -71.0860339999)",HLTHOUT,CANCER,,Suffolk,25025081700,,5.4799999999999995
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.9,2898.0,"(42.32031848990, -71.0800303292)",HLTHOUT,CANCER,,Suffolk,25025081800,,4.8
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.1,,4.9,5.3,3115.0,"(42.31547419130, -71.0896519064)",HLTHOUT,CANCER,,Suffolk,25025081900,,5.24
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,,5.2,5.7,2815.0,"(42.31374792300, -71.0839483413)",HLTHOUT,CANCER,,Suffolk,25025082000,,5.54
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,4.5,4.9,5025.0,"(42.30944848410, -71.0872292144)",HLTHOUT,CANCER,,Suffolk,25025082100,,4.78
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.4,4.8,4571.0,"(42.30237583110, -71.0820198138)",HLTHOUT,CANCER,,Suffolk,25025090100,,4.74
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,,4.1,4.4,2233.0,"(42.30713782640, -71.0790559348)",HLTHOUT,CANCER,,Suffolk,25025090200,,4.4
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,,4.0,4.3,3179.0,"(42.31093661030, -71.0765050104)",HLTHOUT,CANCER,,Suffolk,25025090300,,4.2
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.3,4.5,3659.0,"(42.31716357610, -71.0747097432)",HLTHOUT,CANCER,,Suffolk,25025090400,,4.54
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,4.8,5.1,2348.0,"(42.32296036410, -71.0722752811)",HLTHOUT,CANCER,,Suffolk,25025090600,,5.2
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,,5.3,5.7,4275.0,"(42.32413104830, -71.0600286096)",HLTHOUT,CANCER,,Suffolk,25025090700,,5.5200000000000005
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,,2.7,2.8,3730.0,"(42.31648515740, -71.0411574614)",HLTHOUT,CANCER,,Suffolk,25025090901,,2.76
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.7,,5.5,5.9,2742.0,"(42.30936024190, -71.0505762555)",HLTHOUT,CANCER,,Suffolk,25025091001,,5.720000000000001
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.3,4.5,4861.0,"(42.31564104370, -71.0555949012)",HLTHOUT,CANCER,,Suffolk,25025091100,,4.4399999999999995
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,,4.6,4.9,3234.0,"(42.31632590820, -71.0622197577)",HLTHOUT,CANCER,,Suffolk,25025091200,,4.86
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,,4.2,4.5,2499.0,"(42.31993569610, -71.0668701025)",HLTHOUT,CANCER,,Suffolk,25025091300,,4.58
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.4,4.7,2741.0,"(42.31526890490, -71.0698537242)",HLTHOUT,CANCER,,Suffolk,25025091400,,4.7
2015,MA,Census Tract,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,4.5,4.7,4370.0,"(42.31149407450, -71.0643706730)",HLTHOUT,CANCER,,Suffolk,25025091500,,4.74
